definition,category,category_zh,age.75,age.50,age.25,n,age_distr_base,age_distr,age_distr_prob,age_rng
食物,food_drink,食物/飲料,40,32.72516758074345,29.362934362934364,370,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,1|0|0|1|1|1|0|6|3|0|1|3|2|2|4|7|10|9|17|16|24|18|31|35|27|48|31|38|34,1|0|0|1|1|1|0|6|2|0|1|4|2|2|4|7|8|8|20|17|24|20|33|40|33|56|40|47|42,8|36
馬鈴薯,food_drink,食物/飲料,40,32.83265306122449,27.730994152046783,389,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|0|0|0|2|10|12|12|18|17|18|27|21|28|37|29|45|35|40|38,0|0|0|0|0|0|0|0|0|0|0|0|0|2|10|11|10|16|20|20|27|24|30|42|35|53|45|49|47,8|36
洋芋片,food_drink,食物/飲料,40,32.89983713355049,27.26595744680851,372,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|0|1|0|0|5|4|8|17|10|14|21|31|18|26|30|28|44|37|40|37,0|0|0|0|0|0|0|0|1|0|1|0|0|6|4|8|14|9|16|23|31|20|28|34|34|52|48|49|46,8|36
南瓜,food_drink,食物/飲料,40,32.929228998849254,29.681159420289855,335,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|2|1|5|4|4|15|12|8|13|13|24|19|25|25|22|44|29|36|33,0|0|0|0|0|0|0|0|0|1|2|1|6|5|4|14|10|7|15|14|24|22|27|28|27|52|38|44|41,8|36
菠菜,food_drink,食物/飲料,40,32.96422338568935,27.520833333333332,387,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|0|2|6|7|4|9|15|14|15|17|14|34|21|29|28|28|43|38|28|34,0|0|0|0|0|0|0|0|1|0|2|7|8|5|9|14|11|14|20|15|34|24|31|32|34|51|49|35|42,8|36
香瓜(哈密瓜),food_drink,食物/飲料,40,34.08728448275862,27,454,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|2|2|4|2|7|10|16|14|24|20|23|36|25|37|34|33|41|38|46|39,0|0|0|0|0|0|0|0|1|2|2|5|2|8|10|15|11|22|23|25|36|28|39|39|40|48|49|57|48,8|36
餛飩,food_drink,食物/飲料,40,40,29.74015748031496,306,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|1|0|2|4|4|9|11|12|10|12|20|18|25|23|22|40|32|32|29,0|0|0|0|0|0|0|0|0|0|1|0|2|5|4|9|9|11|11|13|20|20|27|26|27|47|42|40|36,8|36
小狗(汪汪),animals,動物,18.076923076923077,15.793774319066149,13.369402985074627,1899,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|1|7|6|14|30|41|90|59|62|75|75|84|90|98|120|106|85|87|99|86|92|87|82|85|76|81|81,0|0|1|9|8|18|37|39|53|68|74|89|89|95|94|93|97|96|98|95|99|98|98|99|100|100|99|100|100,8|36
魚,animals,動物,20.104265402843602,16.972843450479232,15.710909090909091,1697,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|1|5|15|15|50|44|50|57|62|75|82|94|118|104|78|83|98|86|93|87|79|84|74|81|81,0|0|0|1|1|6|19|14|29|51|60|68|74|85|85|90|95|95|90|90|98|98|99|99|96|99|96|100|100,8|36
小貓(喵喵),animals,動物,19,17.05090909090909,15.413716814159292,1685,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|3|3|7|13|21|55|43|51|63|57|69|77|92|110|101|79|87|96|85|90|87|79|84|73|80|80,0|0|0|4|4|9|16|20|32|49|61|75|68|78|80|88|89|92|91|95|96|97|96|99|96|99|95|99|99,8|36
小鳥,animals,動物,22.34426229508197,18.2,16.47722739361702,1550,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|1|3|10|14|26|31|41|46|48|65|69|85|108|94|80|81|96|84|90|85|78|84|72|80|79,0|0|0|0|1|4|12|13|15|36|49|55|57|74|72|81|87|85|92|88|96|95|96|97|95|99|94|99|98,8|36
鴨子(呱呱),animals,動物,23.404424276800906,19.727272727272727,16.6231241473397,1385,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|2|4|9|14|32|25|39|34|45|53|65|73|103|80|66|67|85|71|76|77|66|77|68|78|75,0|0|0|1|2|5|11|13|19|29|46|40|54|60|68|70|83|73|76|73|85|81|81|88|80|91|88|96|93,8|36
雞(咕咕咕),animals,動物,25.38232421875,20.258823529411764,16.619135477069058,1422,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|2|5|8|16|29|26|34|38|40|50|63|77|87|78|71|80|89|78|86|81|74|80|70|80|80,0|0|0|0|2|6|10|15|17|30|40|45|48|57|66|73|70|71|82|87|89|89|91|92|90|94|91|99|99,8|36
小熊(泰迪熊),animals,動物,23.351184346035016,20.511627906976745,16.763484589041095,1371,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|1|3|9|14|22|25|30|37|39|47|63|76|99|83|66|69|85|80|80|81|72|78|62|78|71,0|0|0|1|1|4|11|13|13|29|36|44|46|53|66|72|80|75|76|75|85|91|85|92|88|92|81|96|88,8|36
豬,animals,動物,25.612676056338028,20.626334519572953,16.978749999999998,1296,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|2|4|9|20|22|23|29|34|49|51|70|87|75|69|65|81|80|81|79|67|81|67|75|76,0|0|0|0|0|3|5|8|12|25|27|35|40|56|53|67|70|68|79|71|81|91|86|90|82|95|87|93|94,8|36
牛(哞),animals,動物,27.554016620498615,21.76595744680851,16.823407202216067,1226,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|4|5|9|22|24|24|27|27|41|49|62|80|67|58|61|82|73|81|76|65|77|64|75|72,0|0|0|1|0|5|6|8|13|28|29|32|32|47|51|59|65|61|67|66|82|83|86|86|79|91|83|93|89,8|36
蟲蟲,animals,動物,27.26595744680851,21.79245283018868,18.3,1208,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|1|0|1|1|2|1|3|9|15|18|28|28|37|50|61|82|71|62|66|84|74|78|76|69|81|63|74|73,0|1|0|1|1|3|1|3|5|17|21|33|33|42|52|58|66|65|71|72|84|84|83|86|84|95|82|91|90,8|36
小羊(咩咩),animals,動物,27.458115183246072,21.8135593220339,17.296969696969697,1226,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|1|2|7|8|25|20|25|31|33|40|49|66|74|69|54|62|84|72|74|74|65|77|68|77|69,0|0|0|0|1|3|9|8|15|23|30|37|39|45|51|63|60|63|62|67|84|82|79|84|79|91|88|95|85,8|36
馬,animals,動物,27,21.845070422535212,17.194444444444443,1242,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|1|2|5|9|18|20|28|31|27|39|49|62|83|73|61|69|79|67|78|79|66|77|66|78|75,0|0|0|0|1|3|6|8|11|23|33|37|32|44|51|59|67|66|70|75|79|76|83|90|80|91|86|96|93,8|36
蝴蝶,animals,動物,27,22.148936170212767,18.571428571428573,1219,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|1|0|5|6|5|13|17|24|27|35|46|65|82|77|65|69|86|71|80|81|68|77|66|79|74,0|0|0|0|1|0|6|6|3|15|20|29|32|40|48|62|66|70|75|75|86|81|85|92|83|91|86|98|91,8|36
兔子,animals,動物,26.543307086614174,22.322283609576427,18.5,1235,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|1|2|1|5|14|17|18|24|30|43|43|64|81|76|63|71|80|76|80|79|70|80|67|77|73,0|0|0|0|1|3|1|5|8|20|21|29|36|49|45|61|65|69|72|77|80|86|85|90|85|94|87|95|90,8|36
大象,animals,動物,26.569306930693067,22.492957746478872,18.166666666666668,1252,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|1|2|4|6|13|13|19|31|34|41|44|57|75|75|64|70|83|77|83|82|70|81|71|80|76,0|0|0|0|1|3|5|6|8|15|23|37|40|47|46|54|60|68|74|76|83|88|88|93|85|95|92|99|94,8|36
螞蟻,animals,動物,27.76530612244898,22.84,18.857142857142858,1075,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|1|2|4|4|8|15|22|14|26|36|55|64|67|54|60|78|72|64|73|67|74|64|76|75,0|0|0|0|0|1|2|4|2|9|18|26|17|30|38|52|52|61|62|65|78|82|68|83|82|87|83|94|93,8|36
青蛙,animals,動物,27.76530612244898,22.897435897435898,19.75,1093,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|2|3|5|10|9|17|15|23|30|36|54|69|64|49|63|77|64|75|72|63|79|68|72|74,0|0|0|0|0|3|4|5|6|10|20|18|27|34|38|51|56|58|56|68|77|73|80|82|77|93|88|89|91,8|36
猴子,animals,動物,27.705128205128204,23.37125748502994,18.473684210526315,1120,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|2|2|6|5|6|12|31|18|28|33|50|67|70|58|58|80|70|78|79|67|81|67|78|74,0|0|0|0|0|3|2|6|3|7|14|37|21|32|34|48|54|64|67|63|80|80|83|90|82|95|87|96|91,8|36
老虎,animals,動物,28.46808510638298,23.37125748502994,19.09090909090909,1123,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|1|5|12|17|17|20|31|29|38|46|75|64|58|60|74|67|77|78|69|77|64|71|73,0|0|0|0|0|0|1|5|7|20|20|24|37|33|40|44|60|58|67|65|74|76|82|89|84|91|83|88|90,8|36
企鵝,animals,動物,28,23.399141630901287,19.8,1073,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|0|1|1|5|6|12|10|17|22|28|37|48|70|57|53|59|75|72|77|76|64|73|62|76|71,0|0|0|1|0|1|1|5|4|14|12|20|26|32|39|46|56|52|61|64|75|82|82|86|78|86|81|94|88,8|36
老鼠,animals,動物,30.072368421052634,23.508196721311474,19,1041,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|2|4|7|14|21|17|23|37|49|66|63|57|58|71|65|70|72|64|77|63|70|71,0|0|0|0|0|0|0|2|2|8|17|25|20|26|39|47|53|57|66|63|71|74|74|82|78|91|82|86|88,8|36
小雞,animals,動物,28,23.63917525773196,19.75,1045,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|3|16|13|18|22|25|35|48|65|60|55|57|75|66|71|74|66|72|61|70|73,0|0|0|0|0|0|0|0|2|18|15|21|26|28|36|46|52|55|63|62|75|75|76|84|80|85|79|86|90,8|36
蚊子,animals,動物,27.752688172043012,24,19.666666666666668,1062,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|1|1|2|4|8|11|19|22|27|36|52|62|54|52|55|80|74|73|76|65|73|62|76|77,0|0|0|0|0|1|1|2|2|9|13|23|26|31|38|50|50|49|60|60|80|84|78|86|79|86|81|94|95,8|36
烏龜,animals,動物,27.953815261044177,24.18151815181518,19.833333333333332,1033,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|3|4|11|16|16|22|22|27|51|61|59|47|50|76|70|70|73|69|74|69|70|73,0|0|0|0|0|0|0|3|2|13|19|19|26|25|28|49|49|54|54|54|76|80|74|83|84|87|90|86|90,8|36
長頸鹿,animals,動物,29.54272517321016,24.570934256055363,19.5,984,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|1|1|1|7|5|19|23|29|27|44|56|59|40|57|71|61|75|71|65|72|59|69|72,0|0|0|0|0|0|1|1|1|8|6|23|27|33|28|42|45|54|46|62|71|69|80|81|79|85|77|85|89,8|36
獅子,animals,動物,30.072368421052634,24.63953488372093,21.266666666666666,960,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|3|6|8|9|13|16|20|20|30|37|60|56|42|48|68|57|70|72|65|68|63|64|65,0|0|0|0|0|0|4|6|5|10|15|19|24|23|31|35|48|51|48|52|68|65|74|82|79|80|82|79|80,8|36
蝦子,animals,動物,27.85089141004862,24.829903978052126,20.511627906976745,962,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|5|7|11|18|25|24|48|51|57|48|48|79|62|69|67|65|74|58|73|72,0|0|0|0|0|0|0|0|1|6|8|13|21|28|25|46|41|52|55|52|79|70|73|76|79|87|75|90|89,8|36
螃蟹,animals,動物,31.90308370044053,26.28395061728395,21.88421052631579,874,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|1|0|1|2|5|8|7|16|15|25|34|49|45|42|50|66|54|66|61|62|66|58|71|70,0|0|0|0|0|1|0|1|1|6|10|8|19|17|26|32|40|41|48|54|66|61|70|69|76|78|75|88|86,8|36
蜜蜂(ㄨㄥㄨㄥ),animals,動物,32.427374301675975,27,21.576923076923077,869,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|1|1|2|4|6|8|13|14|15|17|28|37|51|45|39|46|61|55|55|62|57|70|53|65|64,0|0|0|0|1|1|2|4|4|9|15|17|18|19|29|35|41|41|45|50|61|62|59|70|70|82|69|80|79,8|36
蝸牛,animals,動物,32.96422338568935,27.119617224880383,22.593220338983052,771,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|3|5|7|12|11|19|30|40|43|35|45|58|52|49|62|55|64|54|63|63,0|0|0|0|0|0|0|0|1|3|6|8|14|12|20|29|32|39|40|49|58|59|52|70|67|75|70|78|78,8|36
蛇,animals,動物,32.875757575757575,27.153374233128833,22.327102803738317,806,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|2|6|3|6|9|15|21|33|48|36|41|44|62|49|60|64|53|65|58|67|64,0|0|0|0|0|0|0|0|1|7|4|7|11|17|22|31|39|33|47|48|62|56|64|73|65|76|75|83|79,8|36
斑馬,animals,動物,40,27.213675213675213,22.244755244755243,798,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|4|5|7|7|10|16|17|22|33|50|42|34|44|58|48|65|55|54|61|54|56|56,0|0|0|0|0|0|0|4|3|8|8|12|19|19|23|31|40|38|39|48|58|55|69|62|66|72|70|69|69,8|36
蟑螂,animals,動物,34.130645161290325,27.42016806722689,22,779,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|3|3|5|9|18|24|36|39|29|40|42|56|49|53|58|57|63|57|66|72,0|0|0|0|0|0|0|0|0|3|4|6|11|20|25|34|31|26|46|46|56|56|56|66|70|74|74|81|89,8|36
鱷魚,animals,動物,40,27.449101796407184,22.879396984924625,759,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|5|4|4|10|12|19|27|45|41|36|40|58|51|59|59|53|61|55|60|59,0|0|0|0|0|0|0|0|1|6|5|5|12|14|20|26|36|37|41|43|58|58|63|67|65|72|71|74|73,8|36
毛毛蟲,animals,動物,32.82221480987325,27.619834710743802,21.897196261682243,743,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|4|6|10|12|14|25|33|45|36|30|40|54|46|51|61|47|67|49|61|52,0|0|0|0|0|0|0|0|0|5|7|12|14|16|26|31|36|33|34|43|54|52|54|69|57|79|64|75|64,8|36
河馬,animals,動物,33.73101265822785,27.684931506849313,22.5440414507772,759,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|3|8|9|8|11|21|29|47|45|34|38|54|49|57|59|50|63|58|61|54,0|0|0|0|0|0|0|0|1|3|10|11|10|12|22|28|38|41|39|41|54|56|61|67|61|74|75|75|67,8|36
狼(大野狼),animals,動物,40,27.709779179810724,23.358016304347824,711,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|3|5|9|9|7|17|22|40|36|32|37|54|51|56|61|46|62|55|53|55,0|0|0|0|0|0|0|0|1|3|6|11|11|8|18|21|32|33|37|40|54|58|60|69|56|73|71|65|68,8|36
海豚,animals,動物,34.940402476780186,27.743494423791823,22.88235294117647,702,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|1|5|9|7|13|12|28|35|34|33|38|53|46|51|53|50|59|54|61|59,0|0|0|0|0|0|0|0|1|1|6|11|8|15|12|27|28|31|38|41|53|52|54|60|61|69|70|75|73,8|36
蜘蛛,animals,動物,35.75,27.79185520361991,22.614035087719298,733,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|4|6|7|11|11|20|29|41|40|39|39|52|42|45|62|51|63|50|60|61,0|0|0|0|0|0|0|0|0|5|7|8|13|12|21|28|33|36|45|42|52|48|48|70|62|74|65|74|75,8|36
公雞,animals,動物,40,27.8130081300813,22.652173913043477,724,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|8|5|13|8|13|21|28|40|39|38|42|51|36|50|61|50|58|54|55|54,0|0|0|0|0|0|0|0|0|9|6|15|10|15|22|27|32|35|44|46|51|41|53|69|61|68|70|68|67,8|36
綿羊,animals,動物,40,27.915750915750916,21.923076923076923,729,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|7|7|16|18|11|25|28|49|37|32|36|51|45|54|54|52|58|48|49|51,0|0|0|0|0|0|0|0|1|8|8|19|21|12|26|27|40|34|37|39|51|51|57|61|63|68|62|60|63,8|36
鹿,animals,動物,40,28,23.7265625,613,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|4|1|4|4|11|12|13|17|24|32|32|28|28|50|34|46|46|41|50|41|52|43,0|0|0|0|0|0|0|4|1|5|5|13|14|15|18|23|26|29|32|30|50|39|49|52|50|59|53|64|53,8|36
蛤蠣(貝殼),animals,動物,40,28.46808510638298,24.503432494279178,648,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|1|5|6|10|18|24|27|31|33|31|47|47|53|55|54|46|47|57|55,0|0|0|0|0|0|0|0|0|1|1|6|7|11|19|23|22|28|38|34|47|53|56|62|66|54|61|70|68,8|36
動物,animals,動物,40,29.516483516483518,24.63953488372093,599,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|1|0|2|1|3|1|2|3|6|11|18|26|30|25|34|44|38|53|47|43|62|39|57|53,0|0|0|0|0|1|0|2|1|3|1|2|4|7|11|17|21|27|29|37|44|43|56|53|52|73|51|70|65,8|36
松鼠,animals,動物,40,30,23.90691489361702,580,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|2|2|8|5|14|20|18|32|30|28|24|41|32|47|44|41|50|44|55|43,0|0|0|0|0|0|0|0|0|2|2|10|6|16|21|17|26|27|32|26|41|36|50|50|50|59|57|68|53,8|36
母雞,animals,動物,40,30.70063694267516,24.558943089430894,563,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|3|5|3|5|6|8|12|25|26|31|26|26|37|28|42|46|41|52|46|44|51,0|0|0|0|0|0|0|0|2|6|4|6|7|9|12|24|21|28|30|28|37|32|45|52|50|61|60|54|63,8|36
蒼蠅,animals,動物,40,30.737430167597765,26.28395061728395,558,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|3|4|2|7|13|22|24|23|21|25|46|33|35|48|45|47|46|54|59,0|0|0|0|0|0|0|0|0|1|4|5|2|8|14|21|19|21|24|27|46|38|37|55|55|55|60|67|73,8|36
鵝,animals,動物,40,31,23.197452229299362,605,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|2|9|7|11|16|17|25|37|34|32|31|44|33|42|44|38|50|41|44|47,0|0|0|0|0|0|0|0|1|2|11|8|13|18|18|24|30|31|37|34|44|38|45|50|46|59|53|54|58,8|36
貓頭鷹,animals,動物,40,31.38317757009346,24.214424951267056,553,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|3|4|2|5|5|6|14|20|29|34|23|28|39|34|46|42|44|46|39|42|48,0|0|0|0|0|0|0|0|2|5|2|6|6|7|15|19|23|31|26|30|39|39|49|48|54|54|51|52|59,8|36
鯊魚,animals,動物,40,31.527896995708154,25.825949367088608,507,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|1|1|1|3|5|13|14|22|20|23|19|41|36|39|38|46|44|45|47|48,0|0|0|0|0|0|0|0|1|1|1|1|4|6|14|13|18|18|26|21|41|41|41|43|56|52|58|58|59,8|36
鴿子,animals,動物,40,32.098379629629626,22.862068965517242,562,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|4|11|5|5|14|28|31|25|29|26|39|30|39|41|40|52|47|48|47,0|0|0|0|0|0|0|0|0|1|5|13|6|6|15|27|25|23|33|28|39|34|41|47|49|61|61|59|58,8|36
老鷹,animals,動物,40,33.365671641791046,25.50581395348837,494,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|1|2|7|2|6|12|17|21|22|26|19|39|29|36|39|39|39|44|41|52,0|0|0|0|0|0|0|0|1|1|2|8|2|7|12|16|17|20|30|21|39|33|38|44|48|46|57|51|64,8|36
孔雀,animals,動物,40,40,27.23696682464455,424,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|1|2|4|4|6|9|16|26|21|19|21|32|24|29|29|32|39|35|36|39,0|0|0|0|0|0|0|0|0|1|2|5|5|7|9|15|21|19|22|23|32|27|31|33|39|46|45|44|48,8|36
鸚鵡,animals,動物,40,40,27.684931506849313,362,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|1|0|1|2|6|4|9|14|18|21|18|17|28|20|24|24|31|32|28|30|34,0|0|0|0|0|0|0|0|1|0|1|2|7|5|9|13|15|19|21|18|28|23|26|27|38|38|36|37|42,8|36
蚯蚓,animals,動物,40,40,30.4618320610687,294,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|0|0|0|0|0|0|1|1|1|1|7|9|14|11|12|12|19|18|18|28|26|23|30|31|32,0|0|0|0|0|0|0|0|0|0|1|1|1|1|7|9|11|10|14|13|19|20|19|32|32|27|39|38|40,8|36
花,outside,戶外,20.61111111111111,17.419999999999998,16.036523929471034,1620,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|1|1|4|10|14|41|42|44|52|57|70|73|84|111|101|78|81|97|86|92|86|76|84|75|81|79,0|0|0|1|1|5|12|13|24|48|52|62|68|80|76|80|90|92|90|88|97|98|98|98|93|99|97|100|98,8|36
下雨,outside,戶外,23.58374628344896,19.833333333333332,17.34090909090909,1414,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|1|3|4|7|13|18|28|32|44|45|57|74|97|92|72|81|96|82|90|84|77|82|74|81|80,0|0|0|0|1|4|5|7|8|21|33|38|52|51|59|70|78|84|83|88|96|93|96|95|94|96|96|100|99,8|36
溜滑梯,outside,戶外,23.72093023255814,21.45,19.133333333333333,1337,86|79|78|79|80|78|81|106|170|87|84|84|84|88|96|105|124|110|87|92|100|88|94|88|82|85|77|81|81,0|0|0|0|1|0|6|8|15|15|16|19|34|41|52|70|97|83|68|78|91|82|90|83|76|81|72|80|79,0|0|0|0|1|0|7|8|9|17|19|23|40|47|54|67|78|75|78|85|91|93|96|94|93|95|94|99|98,8|36
