ID,item.WG,item.WS,definition,category,age.70,age.50,age.30,n,bin,age_distr,age_distr_prob
87,d04_27,a04_27,葡萄乾,food_drink,31.023529411764706,26.608490566037737,22.249579831932774,822,24~30,0|0|0|0|0|0|0|1|1|3|6|12|15|25|24|43|47|48|37|46|61|50|53|58|57|61|52|67|55,0|0|0|0|0|0|0|1|1|4|8|15|18|29|26|43|39|45|45|53|64|61|64|70|75|73|72|85|74
401,NA,a04_41,棒棒糖,food_drink,29.93777403035413,26.8149386845039,22.465040650406504,774,24~30,0|0|0|0|0|0|0|0|0|6|3|5|9|13|23|36|36|44|33|45|52|44|59|58|54|68|53|72|61,0|0|0|0|0|0|0|0|0|7|4|6|11|15|24|36|30|41|40|52|54|54|71|70|71|82|74|91|82
413,NA,a04_53,果凍,food_drink,30.775,26.870716510903428,22.892049469964665,770,24~30,0|0|0|0|0|0|0|0|1|2|7|7|10|12|18|31|43|39|35|44|61|46|55|59|51|67|53|65|64,0|0|0|0|0|0|0|0|1|2|9|9|12|14|19|31|36|36|42|51|64|56|66|71|67|81|74|82|86
79,d04_19,a04_19,稀飯,food_drink,31.49058201058201,27,22.34851485148515,843,24~30,0|2|1|1|1|1|3|13|13|7|13|17|14|15|25|36|40|47|39|43|61|39|55|52|59|69|51|67|59,0|3|1|1|1|1|4|13|8|9|16|21|17|17|27|36|34|44|47|50|64|48|66|63|78|83|71|85|80
93,d04_33,a04_33,土司,food_drink,31.756280587275693,27,23.163654223968564,739,24~30,0|0|0|0|0|0|0|7|8|3|1|10|7|16|16|29|40|38|31|43|51|41|52|52|55|66|50|64|59,0|0|0|0|0|0|0|7|5|4|1|12|9|18|17|29|34|36|37|50|53|50|63|63|72|80|69|81|80
92,d04_32,a04_32,饅頭,food_drink,31.516504854368932,27.10041841004184,22.578205128205127,764,24~30,0|0|0|0|0|0|0|4|4|5|6|10|11|14|20|36|42|42|34|42|58|41|46|56|55|62|52|68|56,0|0|0|0|0|0|0|4|2|6|8|12|13|16|21|36|35|39|41|49|60|50|55|67|72|75|72|86|76
82,d04_22,a04_22,蕃茄,food_drink,29.773216885007276,27.198757763975156,21.91624548736462,852,24~30,0|0|0|0|0|0|0|2|2|3|5|11|10|18|29|41|52|49|40|41|57|51|60|64|56|71|54|74|62,0|0|0|0|0|0|0|2|1|4|6|14|12|21|31|41|44|46|48|48|59|62|72|77|74|86|75|94|84
90,d04_30,a04_30,飲料,food_drink,31.57279411764706,27.271186440677965,23.34,768,24~30,0|0|0|0|0|0|0|4|2|7|7|8|12|18|21|27|42|38|35|40|57|45|51|54|56|66|55|64|59,0|0|0|0|0|0|0|4|1|9|9|10|15|21|22|27|35|36|42|47|59|55|61|65|74|80|76|81|80
88,d04_28,a04_28,豆漿,food_drink,31.91240105540897,27.28263002944063,23.239597315436242,768,24~30,0|0|0|0|1|0|0|2|3|0|3|5|10|17|18|27|46|46|32|37|65|50|51|49|54|71|53|69|59,0|0|0|0|1|0|0|2|2|0|4|6|12|20|19|27|39|43|39|43|68|61|61|59|71|86|74|87|80
85,d04_25,a04_25,柳丁,food_drink,29.74205298013245,27.37541899441341,22.393695441319107,841,24~30,0|0|0|0|1|0|1|3|3|5|4|14|16|17|20|43|44|53|38|36|61|52|60|57|60|73|53|64|63,0|0|0|0|1|0|1|3|2|6|5|18|20|20|21|43|37|50|46|42|64|63|72|69|79|88|74|81|85
89,d04_29,a04_29,汽水,food_drink,31.66609195402299,27.641068447412355,25.573249027237352,676,24~30,0|0|0|0|0|1|0|1|3|2|5|5|5|13|16|29|28|25|29|35|53|42|47|52|56|60|47|65|57,0|0|0|0|0|1|0|1|2|2|6|6|6|15|17|29|24|23|35|41|55|51|57|63|74|72|65|82|77
407,NA,a04_47,包子,food_drink,32.49883138564274,27.661417322834644,23.322133757961783,665,24~30,0|0|0|0|0|0|0|0|0|2|5|5|8|14|18|28|40|35|32|36|52|35|43|46|46|66|47|55|52,0|0|0|0|0|0|0|0|0|2|6|6|10|16|19|28|34|33|39|42|54|43|52|55|61|80|65|70|70
406,NA,a04_46,花生,food_drink,32.28938193343899,27.77005347593583,22.823654159869495,709,24~30,0|0|0|0|0|0|0|0|2|0|4|7|5|11|18|32|37|35|35|34|51|42|49|58|51|64|53|59|62,0|0|0|0|0|0|0|0|1|0|5|9|6|13|19|32|31|33|42|40|53|51|59|70|67|77|74|75|84
86,d04_26,a04_26,櫻桃,food_drink,34.641328413284135,27.828685258964143,22.823654159869495,654,24~30,0|0|0|0|0|0|0|3|1|2|6|6|10|12|18|32|36|30|29|30|51|41|48|45|50|55|46|58|45,0|0|0|0|0|0|0|3|1|2|8|8|12|14|19|32|30|28|35|35|53|50|58|54|66|66|64|73|61
412,NA,a04_52,雞肉,food_drink,32.233205619412516,27.89929742388759,24.636495176848875,653,24~30,0|0|0|0|0|0|0|0|0|2|3|3|5|8|19|26|32|34|33|35|49|33|45|51|51|66|48|60|50,0|0|0|0|0|0|0|0|0|2|4|4|6|9|20|26|27|32|40|41|51|40|54|61|67|80|67|76|68
398,NA,a04_38,木瓜,food_drink,32.36452702702703,28.108753315649867,22.703603603603604,750,24~30,0|0|0|0|0|0|0|0|0|2|6|11|16|17|14|36|32|50|37|39|47|48|48|58|48|68|51|65|57,0|0|0|0|0|0|0|0|0|2|8|14|20|20|15|36|27|47|45|45|49|59|58|70|63|82|71|82|77
408,NA,a04_48,漢堡,food_drink,32.28195329087049,28.2992700729927,25.56066225165563,668,24~30,0|0|0|0|0|0|0|0|0|1|3|3|3|10|14|24|33|27|28|30|44|49|49|58|50|67|48|67|60,0|0|0|0|0|0|0|0|0|1|4|4|4|11|15|24|28|25|34|35|46|60|59|70|66|81|67|85|81
409,NA,a04_49,披薩,food_drink,34.77704918032787,28.630769230769232,26.18169014084507,590,24~30,0|0|0|0|0|0|0|0|0|1|1|3|4|10|12|19|27|21|24|30|40|45|48|52|41|58|45|57|52,0|0|0|0|0|0|0|0|0|1|1|4|5|11|13|19|23|20|29|35|42|55|58|63|54|70|62|72|70
404,NA,a04_44,甜甜圈,food_drink,32.25151515151515,28.77358490566038,25.865177548682702,662,24~30,0|0|0|0|0|0|0|0|0|2|2|6|8|8|14|20|33|23|26|39|44|42|53|54|52|62|52|64|58,0|0|0|0|0|0|0|0|0|2|2|8|10|9|15|20|28|21|31|45|46|51|64|65|68|75|72|81|78
410,NA,a04_50,香腸,food_drink,32.53681592039801,29.26904376012966,25.782439926062846,619,24~30,0|0|0|0|0|0|0|0|0|0|0|4|4|5|17|21|24|27|26|30|45|39|47|54|48|63|46|64|55,0|0|0|0|0|0|0|0|0|0|0|5|5|6|18|21|20|25|31|35|47|48|57|65|63|76|64|81|74
419,NA,a04_59,三明治,food_drink,32.80975609756098,29.47921478060046,26.647490347490347,527,24~30,0|0|0|0|0|0|0|0|1|1|2|1|1|5|9|14|18|20|21|28|32|36|47|49|38|62|37|54|51,0|0|0|0|0|0|0|0|1|1|2|1|1|6|10|14|15|19|25|33|33|44|57|59|50|75|51|68|69
421,NA,a04_61,奶茶,food_drink,34.60769230769231,29.57439446366782,26.102110817941952,602,24~30,0|0|0|0|0|0|0|0|1|2|2|1|1|8|9|23|29|24|24|34|45|39|43|50|51|54|48|57|57,0|0|0|0|0|0|0|0|1|2|2|1|1|9|10|23|24|22|29|40|47|48|52|60|67|65|67|72|77
420,NA,a04_60,蛋餅,food_drink,34.641328413284135,29.669354838709676,26.73536231884058,551,24~30,0|0|0|0|0|0|0|0|1|0|2|3|3|5|6|22|26|24|19|28|37|32|46|39|44|58|46|58|52,0|0|0|0|0|0|0|0|1|0|2|4|4|6|6|22|22|22|23|33|39|39|55|47|58|70|64|73|70
414,NA,a04_54,爆米花,food_drink,34.55764705882353,29.816636851520574,26.494021101992967,523,24~30,0|0|0|0|0|0|0|0|0|0|2|1|3|4|7|15|24|16|20|31|39|30|44|45|37|53|45|60|47,0|0|0|0|0|0|0|0|0|0|2|1|4|5|7|15|20|15|24|36|41|37|53|54|49|64|62|76|64
23,d01_23,a01_23,長頸鹿,animals,29.032903865213083,24.658326497128794,20.4875,935,24~30,0|0|0|0|0|0|1|1|1|7|5|18|22|29|27|43|52|57|38|54|67|57|70|67|60|70|57|67|65,0|0|0|0|0|0|1|1|1|9|6|22|27|33|29|43|44|53|46|63|70|70|84|81|79|84|79|85|88
359,NA,a01_35,蝦子,animals,27.685070422535212,24.850627615062763,22.203623898139078,914,24~30,0|0|0|0|0|0|0|0|1|5|7|11|17|25|24|47|50|55|45|45|75|58|61|65|60|72|55|71|65,0|0|0|0|0|0|0|0|1|6|9|14|21|29|26|47|42|51|54|52|78|71|73|78|79|87|76|90|88
20,d01_20,a01_20,獅子,animals,29.430153121319197,24.862903225806452,21.785479452054794,915,24~30,0|0|0|0|0|0|3|6|8|9|13|16|19|20|30|37|56|54|41|47|65|53|64|68|60|66|60|62|58,0|0|0|0|0|0|4|6|5|11|16|20|23|23|32|37|47|50|49|55|68|65|77|82|79|80|83|78|78
27,d01_27,a01_27,螃蟹,animals,29.773216885007276,26.093886462882097,22.439389736477114,830,24~30,0|0|0|0|0|1|0|1|2|5|8|7|16|15|25|34|45|43|41|48|63|51|60|58|57|64|54|69|63,0|0|0|0|0|1|0|1|1|6|10|9|20|17|27|34|38|40|49|56|66|62|72|70|75|77|75|87|85
26,d01_26,a01_26,蜜蜂(ㄨㄥㄨㄥ),animals,30.91,27,22.028045325779036,828,24~30,0|0|0|0|1|1|2|4|6|8|13|14|15|17|28|37|49|43|38|43|57|52|49|59|52|68|50|64|58,0|0|0|0|1|1|3|4|4|10|16|18|18|20|30|37|41|40|46|50|59|63|59|71|68|82|69|81|78
364,NA,a01_40,蝸牛,animals,30.93076923076923,27,23.26784565916399,734,24~30,0|0|0|0|0|0|0|0|1|3|5|7|11|11|19|29|38|41|34|43|55|50|46|59|50|63|50|62|57,0|0|0|0|0|0|0|0|1|4|6|9|13|13|20|29|32|38|41|50|57|61|55|71|66|76|69|78|77
363,NA,a01_39,蛇,animals,30.683333333333334,27.092130518234164,22.696774193548386,761,24~30,0|0|0|0|0|0|0|0|2|6|3|6|9|15|21|33|44|34|40|42|59|45|54|60|48|63|54|65|58,0|0|0|0|0|0|0|0|1|7|4|8|11|17|22|33|37|32|48|49|61|55|65|72|63|76|75|82|78
29,d01_29,a01_29,斑馬,animals,29.858620689655172,27.198757763975156,22.664285714285715,757,24~30,0|0|0|0|0|0|0|4|5|7|7|10|15|17|22|33|46|40|32|41|57|46|60|52|49|59|51|54|50,0|0|0|0|0|0|0|4|3|9|9|12|18|20|23|33|39|37|39|48|59|56|72|63|64|71|71|68|68
356,NA,a01_32,蟑螂,animals,32.25151515151515,27.35820895522388,22.4125,743,24~30,0|0|0|0|0|0|0|0|0|3|3|5|9|18|24|36|37|28|37|40|54|47|47|56|52|62|54|65|66,0|0|0|0|0|0|0|0|0|4|4|6|11|21|26|36|31|26|45|47|56|57|57|67|68|75|75|82|89
357,NA,a01_33,鱷魚,animals,32.74930555555556,27.410958904109588,23.307758620689654,722,24~30,0|0|0|0|0|0|0|0|1|5|4|4|10|12|19|27|43|39|35|38|56|48|55|56|48|60|51|58|53,0|0|0|0|0|0|0|0|1|6|5|5|12|14|20|27|36|36|42|44|58|59|66|67|63|72|71|73|72
358,NA,a01_34,毛毛蟲,animals,32.607581699346404,27.58252427184466,22.59437148217636,709,24~30,0|0|0|0|0|0|0|0|0|4|6|10|12|14|25|32|44|34|29|38|52|43|48|58|42|66|46|59|47,0|0|0|0|0|0|0|0|0|5|8|12|15|16|27|32|37|32|35|44|54|52|58|70|55|80|64|75|64
368,NA,a01_44,蜘蛛,animals,30.94705882352941,27.65040650406504,23.163654223968564,703,24~30,0|0|0|0|0|0|0|0|0|4|6|7|11|11|20|29|40|38|38|38|51|39|42|59|46|61|47|59|57,0|0|0|0|0|0|0|0|0|5|8|9|13|13|21|29|34|36|46|44|53|48|51|71|61|73|65|75|77
361,NA,a01_37,河馬,animals,32.720377358490566,27.661417322834644,23.18014247551202,722,24~30,0|0|0|0|0|0|0|0|1|3|8|9|8|11|21|28|45|43|32|36|52|46|53|57|44|62|55|59|49,0|0|0|0|0|0|0|0|1|4|10|11|10|13|22|28|38|40|39|42|54|56|64|69|58|75|76|75|66
367,NA,a01_43,海豚,animals,33.12631578947368,27.72258064516129,25.010807291666666,668,24~30,0|0|0|0|0|0|0|0|1|1|5|9|7|13|12|27|33|32|32|36|51|43|49|50|45|58|51|60|53,0|0|0|0|0|0|0|0|1|1|6|11|9|15|13|27|28|30|39|42|53|52|59|60|59|70|71|76|72
366,NA,a01_42,狼(大野狼),animals,32.865549348230914,27.788177339901477,23.73716814159292,671,24~30,0|0|0|0|0|0|0|0|1|3|5|9|9|7|17|22|39|34|30|33|51|47|51|57|42|60|52|53|49,0|0|0|0|0|0|0|0|1|4|6|11|11|8|18|22|33|32|36|38|53|57|61|69|55|72|72|67|66
365,NA,a01_41,綿羊,animals,40,27.89929742388759,23.20877192982456,695,24~30,0|0|0|0|0|0|0|0|1|7|7|16|18|11|25|27|48|35|31|35|49|42|50|51|47|56|46|48|45,0|0|0|0|0|0|0|0|1|9|9|20|22|13|27|27|40|33|37|41|51|51|60|61|62|67|64|61|61
360,NA,a01_36,公雞,animals,33.61395348837209,28,23.495833333333334,687,24~30,0|0|0|0|0|0|0|0|0|8|5|13|8|13|21|27|39|37|37|40|48|33|45|57|46|57|51|53|49,0|0|0|0|0|0|0|0|0|10|6|16|10|15|22|27|33|35|45|47|50|40|54|69|61|69|71|67|66
30,d01_30,a01_30,鹿,animals,40,28,25.436842105263157,580,24~30,0|0|0|0|0|0|0|4|0|4|4|11|11|13|17|24|28|30|27|25|48|33|43|43|37|49|38|51|40,0|0|0|0|0|0|0|4|0|5|5|14|13|15|18|24|24|28|33|29|50|40|52|52|49|59|53|65|54
378,NA,a01_54,蛤蠣(貝殼),animals,40,28.46067415730337,25.18661670235546,614,24~30,0|0|0|0|0|0|0|0|0|1|1|4|6|10|18|24|26|30|32|31|46|43|48|53|49|44|43|55|50,0|0|0|0|0|0|0|0|0|1|1|5|7|11|19|24|22|28|39|36|48|52|58|64|64|53|60|70|68
28,d01_28,a01_28,動物,animals,32.832522796352585,29.48302618816683,26.268172043010754,569,24~30,0|0|0|0|0|0|0|2|1|3|1|2|3|6|11|18|26|29|22|34|41|35|48|45|40|61|37|56|48,0|0|0|0|0|0|0|2|1|4|1|2|4|7|12|18|22|27|27|40|43|43|58|54|53|73|51|71|65
371,NA,a01_47,松鼠,animals,40,29.71216848673947,25.436842105263157,556,24~30,0|0|0|0|0|0|0|0|0|2|2|8|5|14|20|17|30|30|27|24|38|30|46|42|37|49|42|54|39,0|0|0|0|0|0|0|0|0|2|2|10|6|16|21|17|25|28|33|28|40|37|55|51|49|59|58|68|53
370,NA,a01_46,貓頭鷹,animals,40,29.858620689655172,26.577314814814816,524,24~30,0|0|0|0|0|0|0|0|3|4|2|5|5|6|14|19|27|32|22|28|37|32|43|40|40|44|36|41|44,0|0|0|0|0|0|0|0|2|5|2|6|6|7|15|19|23|30|27|33|39|39|52|48|53|53|50|52|59
187,d09_17,a09_13,鞦韆,outside,29.25795246800731,26.402447804175665,21.809951456310678,849,24~30,0|0|0|0|0|0|0|3|3|3|7|12|11|19|30|32|47|46|35|53|62|54|68|60|55|67|55|70|57,0|0|0|0|0|0|0|3|2|4|9|15|13|22|32|32|39|43|42|62|65|66|82|72|72|81|76|89|77
188,d09_18,a09_16,翹翹板,outside,32.31125,26.823404255319147,22.90073111291633,753,24~30,0|0|0|0|0|0|0|1|2|2|6|5|9|10|17|31|40|39|37|44|57|53|54|51|52|61|56|69|57,0|0|0|0|0|0|0|1|1|2|8|6|11|11|18|31|34|36|45|51|59|65|65|61|68|73|78|87|77
498,NA,a09_11,葉子,outside,30.233333333333334,27,22.167088607594938,870,24~30,0|0|0|0|0|0|0|0|1|10|7|18|19|16|27|36|56|52|39|43|63|50|56|65|60|69|56|65|62,0|0|0|0|0|0|0|0|1|12|9|22|23|18|29|36|47|49|47|50|66|61|67|78|79|83|78|82|84
186,d09_16,a09_12,草,outside,32.1169014084507,27.586899563318777,23.57405475880052,724,24~30,0|0|0|0|0|0|0|1|3|1|2|11|6|12|18|26|39|34|30|29|59|47|52|58|52|68|54|64|58,0|0|0|0|0|0|0|1|2|1|2|14|7|14|19|26|33|32|36|34|61|57|63|70|68|82|75|81|78
183,d09_13,a09_10,紅綠燈,outside,31.220441988950277,27.62608695652174,23.74867549668874,776,24~30,0|0|0|0|0|0|1|1|2|2|3|5|11|15|25|24|38|32|41|40|50|48|58|56|60|68|64|70|62,0|0|0|0|0|0|1|1|1|2|4|6|13|17|27|24|32|30|49|47|52|59|70|67|79|82|89|89|84
500,NA,a09_15,風,outside,32.54046511627907,27.65678449258837,23.876842105263158,682,24~30,0|0|0|0|0|0|0|0|0|2|2|7|4|7|19|22|37|34|31|31|55|50|45|58|49|62|52|64|51,0|0|0|0|0|0|0|0|0|2|2|9|5|8|20|22|31|32|37|36|57|61|54|70|64|75|72|81|69
501,NA,a09_17,馬路,outside,32.69662231320368,27.791464597478175,25.436842105263157,647,24~30,0|0|0|0|0|0|0|0|0|0|1|4|4|8|18|19|28|28|29|26|53|39|50|53|45|62|55|64|61,0|0|0|0|0|0|0|0|0|0|1|5|5|9|19|19|24|26|35|30|55|48|60|64|59|75|76|81|82
504,NA,a09_20,風箏,outside,33.023529411764706,29.212548015364916,25.436842105263157,628,24~30,0|0|0|0|0|0|0|0|0|1|4|4|3|9|13|20|25|31|26|42|43|39|49|50|44|58|54|60|53,0|0|0|0|0|0|0|0|0|1|5|5|4|10|14|20|21|29|31|49|45|48|59|60|58|70|75|76|72
506,NA,a09_22,沙子,outside,32.41630094043887,29.57439446366782,25.856053811659194,610,24~30,0|0|0|0|0|0|0|0|0|0|2|0|5|5|17|18|29|16|27|29|47|39|43|54|50|63|51|64|51,0|0|0|0|0|0|0|0|0|0|2|0|6|6|18|18|24|15|33|34|49|48|52|65|66|76|71|81|69
505,NA,a09_21,天空,outside,34.139823008849554,29.843710292249046,25.979303675048357,575,24~30,0|0|0|0|0|0|0|0|0|1|1|4|6|8|12|18|25|26|25|30|40|33|43|49|43|57|50|58|46,0|0|0|0|0|0|0|0|0|1|1|5|7|9|13|18|21|24|30|35|42|40|52|59|57|69|69|73|62
56,d03_06,a03_06,船,vehicles,27.381141439205955,24.411538461538463,21.373863636363637,982,24~30,0|0|0|0|0|0|0|3|0|8|15|13|10|24|32|49|56|58|47|57|73|67|65|67|63|74|60|74|67,0|0|0|0|0|0|0|3|0|10|19|16|12|28|34|49|47|54|57|66|76|82|78|81|83|89|83|94|91
390,NA,a03_12,怪手(挖土機),vehicles,27.89113924050633,25.67798796216681,21.118987341772147,875,24~30,0|0|0|0|0|0|0|0|2|8|3|8|13|26|29|38|59|44|45|47|69|57|62|59|54|70|59|68|55,0|0|0|0|0|0|0|0|1|10|4|10|16|30|31|38|50|41|54|55|72|70|75|71|71|84|82|86|74
59,d03_09,a03_09,娃娃車(手推車),vehicles,32.69450369155045,25.858165429480383,23.307758620689654,764,24~30,0|1|1|1|1|2|5|13|11|12|8|13|8|16|26|27|43|34|44|38|47|38|45|54|43|63|51|61|58,0|1|1|1|1|3|7|13|7|15|10|16|10|18|28|27|36|32|53|44|49|46|54|65|57|76|71|77|78
391,NA,a03_13,救護車,vehicles,30.508333333333333,27.25565912117177,22.80816326530612,778,24~30,0|0|0|0|0|0|0|0|0|5|2|4|5|16|23|31|41|38|41|39|61|53|52|64|56|63|57|67|60,0|0|0|0|0|0|0|0|0|6|2|5|6|18|24|31|34|36|49|45|64|65|63|77|74|76|79|85|81
393,NA,a03_15,卡車,vehicles,32.9086782376502,27.62608695652174,22.637697993664204,715,24~30,0|0|0|0|0|0|0|0|0|2|5|4|6|11|16|37|36|44|38|31|56|45|52|57|45|59|54|64|53,0|0|0|0|0|0|0|0|0|2|6|5|7|13|17|37|30|41|46|36|58|55|63|69|59|71|75|81|72
392,NA,a03_14,消防車,vehicles,32.8632,27.77005347593583,25.007621671258036,657,24~30,0|0|0|0|0|0|0|0|0|3|2|2|4|7|15|23|33|32|35|37|50|46|47|54|48|59|52|61|47,0|0|0|0|0|0|0|0|0|4|2|2|5|8|16|23|28|30|42|43|52|56|57|65|63|71|72|77|64
389,NA,a03_11,計程車,vehicles,32.558409785932724,27.796208530805686,23.876842105263158,682,24~30,0|0|0|0|0|0|0|0|1|3|2|4|7|8|18|22|37|33|31|36|50|41|49|57|51|60|53|63|56,0|0|0|0|0|0|0|0|1|4|2|5|9|9|19|22|31|31|37|42|52|50|59|69|67|72|74|80|76
394,NA,a03_16,直昇機,vehicles,40,29.75898105813194,27.141407528641572,534,24~30,0|0|0|0|0|0|0|0|0|5|1|0|3|8|14|20|27|30|23|24|41|27|46|45|36|49|41|53|41,0|0|0|0|0|0|0|0|0|6|1|0|4|9|15|20|23|28|28|28|43|33|55|54|47|59|57|67|55
120,d06_09,a06_09,積木,toys,29.260392156862743,24.81804281345566,21.411001410437237,940,24~30,0|0|0|0|0|0|1|4|8|7|10|13|19|23|33|42|57|54|50|49|57|55|65|70|60|70|63|71|59,0|0|0|0|0|0|1|4|5|9|12|16|23|26|35|42|48|50|60|57|59|67|78|84|79|84|88|90|80
121,d06_10,a06_10,鉛筆,toys,30.014285714285712,27.295081967213115,22.936486486486487,812,24~30,0|0|0|0|0|0|0|4|6|5|2|12|14|13|24|30|51|39|31|40|56|47|58|65|61|71|56|67|60,0|0|0|0|0|0|0|4|4|6|2|15|17|15|26|30|43|36|37|47|58|57|70|78|80|86|78|85|81
452,NA,a06_12,拼圖,toys,29.831890660592254,27.323595505617977,23.949575551782683,745,24~30,0|0|0|0|0|0|0|0|0|1|1|8|7|12|16|25|36|31|33|40|55|53|59|61|55|72|52|68|60,0|0|0|0|0|0|0|0|0|1|1|10|9|14|17|25|30|29|40|47|57|65|71|73|72|87|72|86|81
122,d06_11,a06_11,彩色筆,toys,32.211016949152544,28,23.958050847457628,689,24~30,0|0|0|0|0|0|0|3|4|2|2|8|7|10|16|24|36|34|26|38|48|43|51|52|52|63|53|62|55,0|0|0|0|0|0|0|3|2|2|2|10|9|11|17|24|30|32|31|44|50|52|61|63|68|76|74|78|74
455,NA,a06_15,蠟筆,toys,32.7760162601626,28.573062261753496,26.647490347490347,619,24~30,0|0|0|0|0|0|0|0|0|3|3|5|6|6|17|14|34|22|21|28|37|48|54|46|44|61|47|66|57,0|0|0|0|0|0|0|0|0|4|4|6|7|7|18|14|29|21|25|33|39|59|65|55|58|73|65|84|77
454,NA,a06_14,機器人,toys,32.40819672131148,29.065251572327043,26.21471747700394,647,24~30,0|0|0|0|0|0|0|0|0|3|2|6|3|9|12|20|27|27|23|33|44|40|56|57|52|60|53|60|60,0|0|0|0|0|0|0|0|0|4|2|8|4|10|13|20|23|25|28|38|46|49|67|69|68|72|74|76|81
456,NA,a06_16,鼓,toys,34.750449293966625,29.27829002514669,23.949575551782683,643,24~30,0|0|0|0|0|0|0|0|0|1|2|6|7|14|20|25|36|38|26|35|44|37|52|46|47|57|43|58|49,0|0|0|0|0|0|0|0|0|1|2|8|9|16|21|25|30|36|31|41|46|45|63|55|62|69|60|73|66
453,NA,a06_13,禮物,toys,40,29.597513089005236,26.68473338203068,543,24~30,0|0|0|0|0|0|0|0|1|1|2|2|1|6|9|19|22|21|14|31|41|30|49|48|43|57|44|51|51,0|0|0|0|0|0|0|0|1|1|2|2|1|7|10|19|18|20|17|36|43|37|59|58|57|69|61|65|69
99,d05_04,a05_04,衣物,clothing,35.96127450980392,24.599775784753366,18.785714285714285,839,24~30,0|0|0|0|0|0|2|14|8|9|13|27|18|30|35|35|57|55|43|44|63|45|47|51|44|49|48|50|52,0|0|0|0|0|0|3|14|5|11|16|34|22|34|37|35|48|51|52|51|66|55|57|61|58|59|67|63|70
107,d05_12,a05_12,背心,clothing,29.442011834319526,25.624373119358076,22.664285714285715,848,24~30,0|0|0|0|0|0|0|4|3|2|7|11|12|20|22|33|51|46|45|44|54|52|65|67|57|69|49|69|66,0|0|0|0|0|0|0|4|2|2|9|14|15|23|23|33|43|43|54|51|56|63|78|81|75|83|68|87|89
102,d05_07,a05_07,圍兜(兜),clothing,35.189743589743586,25.93646080760095,21.807202216066482,804,24~30,0|0|0|0|0|0|5|7|13|7|8|19|18|23|29|40|50|44|42|42|48|52|52|47|44|57|49|55|53,0|0|0|0|0|0|7|7|8|9|10|24|22|26|31|40|42|41|51|49|50|63|63|57|58|69|68|70|72
104,d05_09,a05_09,拉鍊,clothing,30.049999999999997,25.942162162162163,22.961943319838056,818,24~30,0|0|0|0|0|0|0|6|3|5|1|15|12|16|21|30|40|43|42|40|54|55|58|60|61|67|55|69|65,0|0|0|0|0|0|0|6|2|6|1|19|15|18|22|30|34|40|51|47|56|67|70|72|80|81|76|87|88
108,d05_13,a05_13,手套,clothing,32.227008547008545,26.655124653739612,22.72398891966759,781,24~30,0|0|0|0|0|0|1|3|2|1|1|9|12|12|15|35|40|44|36|46|59|47|55|55|50|70|57|65|66,0|0|0|0|0|0|1|3|1|1|1|11|15|14|16|35|34|41|43|53|61|57|66|66|66|84|79|82|89
438,NA,a05_17,安全帽,clothing,30.87142857142857,27.20483641536273,23.137006578947368,794,24~30,0|0|0|0|0|0|0|0|4|4|3|9|16|18|20|29|41|41|37|40|61|46|52|59|59|71|56|67|61,0|0|0|0|0|0|0|0|2|5|4|11|20|21|21|29|34|38|45|47|64|56|63|71|78|86|78|85|82
439,NA,a05_18,內褲(三角褲),clothing,30.419999999999998,27.5893587994543,24.46486280487805,731,24~30,0|0|0|0|0|0|0|0|0|3|2|5|4|4|14|13|30|38|37|34|55|49|56|61|56|73|60|72|65,0|0|0|0|0|0|0|0|0|4|2|6|5|5|15|13|25|36|45|40|57|60|67|73|74|88|83|91|88
440,NA,a05_19,口罩,clothing,32.329009009009006,27.661417322834644,23.773813708260104,708,24~30,0|0|0|0|0|0|0|0|0|1|0|4|9|10|19|26|37|40|31|36|52|46|55|54|51|63|52|64|58,0|0|0|0|0|0|0|0|0|1|0|5|11|11|20|26|31|37|37|42|54|56|66|65|67|76|72|81|78
442,NA,a05_21,涼鞋,clothing,33.01525423728813,27.807174887892376,25.014981949458484,622,24~30,0|0|0|0|0|0|0|0|0|4|2|8|5|10|9|18|27|32|30|28|52|39|47|47|39|58|56|55|56,0|0|0|0|0|0|0|0|0|5|2|10|6|11|10|18|23|30|36|33|54|48|57|57|51|70|78|70|76
443,NA,a05_22,布鞋(運動鞋),clothing,33.12631578947368,27.8561872909699,26.43728813559322,618,24~30,0|0|0|0|0|0|0|0|1|5|3|6|13|9|14|23|25|22|24|27|51|40|47|46|44|58|51|57|52,0|0|0|0|0|0|0|0|1|6|4|8|16|10|15|23|21|21|29|31|53|49|57|55|58|70|71|72|70
111,d05_16,a05_16,裙子,clothing,34.56612377850163,27.89929742388759,25.143328100470956,621,24~30,0|0|0|0|0|0|1|2|0|2|1|8|7|6|11|19|28|31|30|35|49|38|41|50|49|55|46|59|53,0|0|0|0|0|0|1|2|0|2|1|10|9|7|12|19|24|29|36|41|51|46|49|60|64|66|64|75|72
109,d05_14,a05_14,長褲,clothing,32.931462925851704,29.37320143884892,25.782439926062846,625,24~30,0|0|0|0|0|0|1|2|3|4|5|9|9|5|12|16|29|27|26|26|47|36|50|51|42|59|49|59|58,0|0|0|0|0|0|1|2|2|5|6|11|11|6|13|16|24|25|31|30|49|44|60|61|55|71|68|75|78
