ID,item.WG,item.WS,definition,category,age.75,age.50,age.25,age_rng,age.75.m,age.50.m,age.25.m,D,bin
197,d10_08,a11_08,哈囉(嗨),games_routines,16,16,8,8|16,88.95180366666666,30.865286666666666,-27.221236458333333,0.02349462325,30~36
202,d10_13,a11_13,唱歌,games_routines,16,16,8,8|16,65.02835841666666,31.5054355,-2.0174860934525,0.03759471658333333,30~36
206,d10_17,a11_17,躲貓貓,games_routines,16,8,8,8|16,98.17318675,32.30513075,-33.562917500833336,0.0200755231,30~36
198,d10_09,a11_09,讀書(看書),games_routines,16,8.08352668213457,8,8|16,86.39502583333334,35.152288,-16.090446183808332,0.02408947264166667,30~36
199,d10_10,a11_10,噓/噓噓(安靜),games_routines,16,16,8,8|16,61.16239266666667,35.74460141666667,10.326808183333334,0.04699049541666667,30~36
270,d14_16,a15_16,穿,action_words,16,8.542294322132097,8,8|16,73.08768775,32.44706125,-8.193569087666667,0.03149636183333333,30~36
268,d14_14,a15_14,咬,action_words,16,8,8,8|16,124.85884758333333,32.63277216666667,-59.593303166666665,0.015320726660833334,30~36
292,d14_38,a15_38,爬,action_words,16,16,8,8|16,73.49109441666667,34.27001116666667,-4.951073056,0.031670397333333336,30~36
271,d14_17,a15_17,打開,action_words,16,8,8,8|16,90.01112466666666,34.43691333333334,-21.137298107975,0.022537850633333332,30~36
281,d14_27,a15_27,不是/不對/不好,action_words,16,8,8,8|16,85.4107845,34.553327833333334,-16.304131745916667,0.024026549141666666,30~36
313,d14_59,a15_60,牽(手),action_words,16,8,8,8|16,87.79453191666667,34.57819675,-18.638140925466665,0.023272552508333332,30~36
63,d04_03,a04_03,麵,food_drink,16,16,8,8|16,67.84819808333333,34.80163208333333,1.7550689423333334,0.03701310041666667,30~36
92,d04_32,a04_32,饅頭,food_drink,16,16,16,8|16,50.006399083333335,35.779009583333334,21.551617583333332,0.08269683275,30~36
5,d01_05,a01_05,鴨子(呱呱),animals,16,9,8,8|16,62.24626275,32.309794583333336,2.37332478935,0.04208290725,30~36
14,d01_14,a01_14,小羊(咩咩),animals,16,16,8.185567010309278,8|16,54.422815916666664,35.11509541666667,15.80737875,0.061044551583333335,30~36
3,d01_03,a01_03,魚,animals,16,8,8,8|16,102.27034741666667,35.32441,-31.621527363333332,0.018571109933333333,30~36
16,d01_16,a01_16,蝴蝶,animals,16,16,8.185567010309278,8|16,53.243264833333335,35.40009775,17.556930333333334,0.06625478483333333,30~36
11,d01_11,a01_11,大象,animals,16,16,8,8|16,57.246652583333336,35.64443908333333,14.042224883333333,0.05474653925,30~36
17,d01_17,a01_17,猴子,animals,16,16,9,8|16,51.34393541666667,35.684596416666665,20.02525575,0.07538497625,30~36
